Company Name,Count,Percentage Allocation,Asset Type
S H Kelkar & Company Ltd.,1,0.41,Equity
SRF Ltd.,1,0.41,Equity
Expleo Solutions Ltd.,1,0.4,Equity
Godawari Power & Ispat Ltd.,1,0.4,Equity
Apollo Hospitals Enterprise Ltd.,1,0.4,Equity
Best Agrolife Ltd.,1,0.39,Equity
Matrimony.Com Ltd.,1,0.38,Equity
Laurus Labs Ltd.,2,0.38,Equity
CARE Ratings Ltd.,1,0.37,Equity
Tamil Nadu Newsprint & Papers Ltd.,1,0.37,Equity
Sundaram Finance Holdings Ltd.,1,0.36,Equity
Godrej Agrovet Ltd.,2,0.36,Equity
Fineotex Chemical Ltd.,1,0.36,Equity
Steel Strip Wheels Ltd.,2,0.36,Equity
Sis Ltd. (Erstwhile Security & Intelligence Service (India) Ltd.),1,0.35,Equity
DCM Shriram Ltd.,1,0.35,Equity
Astra Microwave Products Ltd.,1,0.33,Equity
Orient Paper & Industries Ltd.,2,0.33,Equity
Jupiter Life Line Hospitals Ltd.,3,0.33,Equity
Latent View Analytics Ltd.,1,0.33,Equity
Pix Transmission Ltd.,1,0.32,Equity
Bajel Projects Limited (BPL),3,0.32,Equity
HDFC Life Insurance Company Ltd.,1,0.32,Equity
Havells India Ltd.,1,0.31,Equity
NIIT Ltd.,1,0.31,Equity
HP Adhesives Limited,1,0.31,Equity
The South Indian Bank Ltd.,1,0.31,Equity
Piramal Enterprises Ltd.,1,0.3,Equity
Zydus Lifesciences Ltd.,1,0.3,Equity
Voltas Ltd.,1,0.29,Equity
Tarsons Products Ltd.,2,0.28,Equity
Godfrey Phillips India Ltd.,1,0.27,Equity
Emami Paper Mills Ltd.,1,0.26,Equity
L G Balakrishnan & Bros Ltd.,1,0.26,Equity
Symphony Ltd.,2,0.25,Equity
Castrol India Ltd.,1,0.25,Equity
Styrenix Performance Materials Ltd.,1,0.25,Equity
Suryoday Small Finance Bank Ltd.,1,0.24,Equity
Honeywell Automation India Ltd.,1,0.24,Equity
Barbeque Nation Hospitality Ltd.,1,0.24,Equity
ITI Mutual Fund (ITI Dynamic Bond Fund - Direct - Growth),1,0.24,Debt
Thyrocare Technologies Ltd.,1,0.24,Equity
Transindia Real Estate Ltd.,1,0.23,Equity
One 97 Communications Ltd.,1,0.23,Equity
Confidence Petroleum Ltd.,1,0.23,Equity
TVS Supply Chain Solutions Ltd.,1,0.23,Equity
Allcargo Terminals Ltd.,1,0.22,Equity
AGI Greenpac Ltd.,1,0.22,Equity
Wim Plast Ltd.,1,0.21,Equity
Andhra Paper Ltd.,1,0.21,Equity
GHCL TEXTILES LTD.,1,0.21,Equity
Nazara Technologies Ltd.,1,0.2,Equity
Primo Chemicals Ltd.,1,0.2,Equity
Cash Margin,4,0.19,Debt
Siyaram Silk Mills Ltd.,1,0.19,Equity
Venus Pipes & Tubes Ltd.,1,0.19,Equity
Samvardhana Motherson International Ltd. (Erstwhile Motherson Sumi Systems Ltd.),1,0.18,Equity
ITI Mutual Fund (ITI Banking & PSU Debt Fund - Direct - Growth),1,0.18,Debt
Polyplex Corporation Ltd.,1,0.17,Equity
Indian Hume Pipe Company Ltd.,1,0.17,Equity
Lupin Ltd.,1,0.16,Equity
Power Grid Infrastructure Investment Trust,1,0.16,Others
Satin Creditcare Network Ltd.,1,0.16,Equity
Flair Writing Industries Ltd.,1,0.16,Equity
Pokarna Ltd.,1,0.16,Equity
Music Broadcast Ltd.,1,0.16,Equity
TCNS Clothing Company Ltd.,1,0.16,Equity
Sun Pharma Advanced Research Company Ltd.,1,0.15,Equity
Lux Industries Ltd.,1,0.15,Equity
ICICI Prudential Life Insurance Company Ltd.,1,0.14,Equity
Mishra Dhatu Nigam Ltd.,1,0.14,Equity
Mphasis Ltd.,1,0.14,Equity
NACL Industries Ltd.,1,0.12,Equity
Vimta Labs Ltd.,1,0.12,Equity
Glaxo Smithkline Pharmaceuticals Ltd.,1,0.11,Equity
Sundaram Clayton Dcd Ltd,1,0.1,Equity
Universal Cables Ltd.,1,0.09,Equity
Paras Defence & Space Technologies Ltd.,1,0.09,Equity
Rane Holdings Ltd.,1,0.07,Equity
Shreno Ltd.,1,0.07,Equity
Digidrive Distributors Ltd.,1,0.06,Equity
Nahar Spinning Mills Ltd.,1,0.06,Equity
Aarti Pharmalabs Ltd,1,0.05,Equity
MMTC Ltd.,1,0.04,Equity
Brooks Laboratories Ltd.,1,0.02,Equity
Accrued Interest,1,0.0,Others
QUANT Mutual Fund (Quant Gilt Fund - Direct - Growth),1,0.0,Debt
Current Assets,6,-3.62,Others
Derivative,2,-12.81,Others
